User;Name;Date;changes
Category;Category;Date[dd/MM/yyyy HH:mm];int
EDUCA33E;Blancs_(Révolution_française);23/04/2006 12:12;9
PieRRoBoT;Camille_Borghèse;24/04/2006 05:15;3
Polmars;Alexandre_François_Marie_de_Beauharnais;27/04/2006 03:24;1173
Papydenis;Bonnet_phrygien;01/05/2006 12:33;2
David Berardan;Cocarde_tricolore;03/05/2006 12:24;20
EDUCA33E;Alexandre_François_Marie_de_Beauharnais;06/05/2006 04:42;85
Polmars;Bon_Albert_Briois_de_Beaumetz;09/05/2006 01:01;176
Pedro Lassouras;Conspiration_de_Bicêtre;10/05/2006 10:22;13
Polmars;Alexandre_François_Marie_de_Beauharnais;15/05/2006 10:47;75
Polmars;Bon_Albert_Briois_de_Beaumetz;15/05/2006 10:52;157
Jerome66;Complot_de_l'Œillet;16/05/2006 08:42;2
Koyuki;Bon_Albert_Briois_de_Beaumetz;17/05/2006 08:45;22
Romary;Affaire_Réveillon;18/05/2006 07:54;19
194.250.98.243;1er_régiment_de_dragons;18/05/2006 12:09;412
Benjism89;André_Joseph_Abrial;19/05/2006 12:04;63
Serein;1er_régiment_de_dragons;20/05/2006 08:01;59
Serein;1er_régiment_de_dragons;20/05/2006 08:03;57
Serein;1er_régiment_de_dragons;20/05/2006 08:07;27
Serein;1er_régiment_de_dragons;20/05/2006 08:08;38
Hashar;André_Joseph_Abrial;21/05/2006 12:24;17
Fredbo28;1er_régiment_de_dragons;30/05/2006 04:57;31
Kilom691;Camille_Borghèse;30/05/2006 08:09;91
193.251.184.88;Adoption_par_Louis_XVI_de_la_cocarde_tricolore;02/06/2006 07:41;16
193.251.184.88;Adoption_par_Louis_XVI_de_la_cocarde_tricolore;02/06/2006 07:42;24
193.251.184.88;Adoption_par_Louis_XVI_de_la_cocarde_tricolore;02/06/2006 07:43;0
193.251.184.88;Adoption_par_Louis_XVI_de_la_cocarde_tricolore;02/06/2006 07:44;22
193.251.184.88;Adoption_par_Louis_XVI_de_la_cocarde_tricolore;02/06/2006 07:45;66
193.251.184.88;Adoption_par_Louis_XVI_de_la_cocarde_tricolore;02/06/2006 07:45;20
193.251.184.88;Adoption_par_Louis_XVI_de_la_cocarde_tricolore;02/06/2006 07:46;0
193.251.184.88;Adoption_par_Louis_XVI_de_la_cocarde_tricolore;02/06/2006 07:47;33
193.251.184.88;Adoption_par_Louis_XVI_de_la_cocarde_tricolore;02/06/2006 07:48;0
Anhkhoi;Bonnet_phrygien;03/06/2006 01:44;284
Bilou;1er_régiment_de_dragons;04/06/2006 08:49;81
Imz;Cocarde_tricolore;10/06/2006 02:06;2
YurikBot;Alexandre_François_Marie_de_Beauharnais;12/06/2006 11:14;3
Tibauk;Cocarde_tricolore;26/06/2006 10:04;17
Jpm2112;Camille_Borghèse;27/06/2006 05:37;2
Liquid-aim-bot;Citoyen_actif;28/06/2006 10:26;24
GillesC;Citoyen_actif;30/06/2006 10:03;31
Greudin;Bonnet_phrygien;02/07/2006 07:47;46
Félo;Alexandre_François_Marie_de_Beauharnais;03/07/2006 08:21;14
Fredbo28;1er_régiment_de_dragons;03/07/2006 09:37;1
FlaBot;Ci-devant;04/07/2006 01:59;18
Sylvain Mielot;1er_régiment_de_dragons;09/07/2006 04:12;14
Félo;Alexandre_François_Marie_de_Beauharnais;10/07/2006 09:23;4
Félo;Alexandre_François_Marie_de_Beauharnais;10/07/2006 09:24;8
Félo;Alexandre_François_Marie_de_Beauharnais;10/07/2006 09:26;3
Félo;Alexandre_François_Marie_de_Beauharnais;10/07/2006 09:26;0
Jerome66;Club_des_Impartiaux;14/07/2006 01:58;13
Eglantine5;Complot_de_l'Œillet;14/07/2006 10:44;26
Piotr Ilitch Tchaïkovski;Carle_Vernet;17/07/2006 09:03;397
Piotr Ilitch Tchaïkovski;Carle_Vernet;17/07/2006 09:07;114
Piotr Ilitch Tchaïkovski;Carle_Vernet;17/07/2006 09:07;21
RamaR;Ci-devant;18/07/2006 05:23;70
Itzcoalt;Complot_de_l'Œillet;20/07/2006 06:48;22
Itzcoalt;Complot_révolutionnaire_nantais_contre_les_modérés;20/07/2006 06:49;22
Le gorille;Baiser_Lamourette;27/07/2006 08:00;425
Sahara;Ci-devant;27/07/2006 08:05;66
Le gorille;Armée_de_l'Ouest;28/07/2006 12:43;340
Sahara;Contributions_directes;30/07/2006 07:49;30
86.212.82.195;Carle_Vernet;04/08/2006 02:38;38
86.212.82.195;Carle_Vernet;04/08/2006 02:42;38
Gribeco;Bonnet_phrygien;04/08/2006 03:57;61
PoM;Contributions_directes;06/08/2006 07:24;18
RobotQuistnix;Carle_Vernet;09/08/2006 04:34;37
Le gorille;Banqueroute_des_deux_tiers;10/08/2006 08:11;187
Jaucourt;Conseil_exécutif_(Révolution_française);17/08/2006 04:30;194
Jaucourt;Conseil_exécutif_(Révolution_française);17/08/2006 04:31;0
86.220.143.234;1er_régiment_de_dragons;18/08/2006 05:39;4
86.220.160.205;1er_régiment_de_dragons;20/08/2006 04:49;8
86.220.160.205;1er_régiment_de_dragons;20/08/2006 04:50;4
86.220.160.205;1er_régiment_de_dragons;20/08/2006 04:51;4
Le gorille;Charles_Antoine_Chasset;23/08/2006 02:07;722
Mbzt;Affaire_Réveillon;25/08/2006 12:17;96
Mbzt;Affaire_Réveillon;25/08/2006 12:21;289
GillesC;Citoyen_actif;29/08/2006 08:18;13
Leag;Conspiration_de_Bicêtre;31/08/2006 10:42;2
Kirtap;Carle_Vernet;06/09/2006 06:40;26
Piotr Ilitch Tchaïkovski;Carle_Vernet;06/09/2006 10:16;2
Papier K;Armée_de_l'Ouest;07/09/2006 08:58;16
Spooky;1er_régiment_de_dragons;11/09/2006 01:27;19
GillesC;1er_régiment_de_dragons;12/09/2006 11:30;18
Polmars;Bien_national;19/09/2006 09:19;625
Attis;Achille_Libéral_Treilhard;20/09/2006 07:01;1159
Attis;Achille_Libéral_Treilhard;20/09/2006 07:05;67
Attis;Achille_Libéral_Treilhard;20/09/2006 07:08;116
82.64.68.136;1er_régiment_de_dragons;21/09/2006 03:18;2
Justelipse;Achille_Libéral_Treilhard;23/09/2006 11:20;81
Attis;Achille_Libéral_Treilhard;24/09/2006 01:11;238
Attis;Achille_Libéral_Treilhard;24/09/2006 04:56;4
Badmood;Baiser_Lamourette;25/09/2006 03:01;1
GillesC;Achille_Libéral_Treilhard;25/09/2006 08:35;24
Attis;Achille_Libéral_Treilhard;26/09/2006 09:13;29
Urban;Conseil_exécutif_(Révolution_française);27/09/2006 07:45;25
Chaoborus;Club_de_1789;09/10/2006 04:33;1326
Raoul75;Auguste_Marie_Raymond_d'Arenberg;11/10/2006 02:09;973
Kyle the bot;Auguste_Marie_Raymond_d'Arenberg;14/10/2006 11:45;3
87.91.108.11;Caroline_chérie_(1951);16/10/2006 05:52;2024
83.203.246.209;Complot_de_l'Œillet;19/10/2006 09:24;13
Baronnet;Alexandre_François_Marie_de_Beauharnais;23/10/2006 08:16;2
90.3.198.103;Caroline_chérie_(1951);25/10/2006 08:46;2641
90.3.198.103;Caroline_chérie_(1951);25/10/2006 08:47;4
86.212.193.123;Caroline_chérie_(1951);26/10/2006 01:49;1
86.212.193.123;Caroline_chérie_(1951);26/10/2006 01:49;1
86.212.130.153;Caroline_chérie_(1951);26/10/2006 02:48;24
86.212.130.153;Caroline_chérie_(1951);26/10/2006 02:49;2
Romanc19s;Complot_révolutionnaire_nantais_contre_les_modérés;26/10/2006 05:46;2
87.91.108.11;Caroline_chérie_(1951);27/10/2006 06:31;743
87.91.108.11;Caroline_chérie_(1951);27/10/2006 06:32;10
87.91.108.11;Caroline_chérie_(1951);27/10/2006 06:36;325
86.212.199.55;Caroline_chérie_(1951);29/10/2006 03:29;52
Paternel 1;Carle_Vernet;31/10/2006 01:32;12
82.234.44.9;Bonnet_phrygien;31/10/2006 07:25;225
Brozouf;Alexandre_François_Marie_de_Beauharnais;04/11/2006 10:20;117
Brozouf;Alexandre_François_Marie_de_Beauharnais;05/11/2006 02:09;1
Kilom691;Carle_Vernet;05/11/2006 07:38;28
Kilom691;Carle_Vernet;05/11/2006 07:43;51
Nico86;Coup_d'État_du_18_fructidor_an_V;12/11/2006 09:42;24
Nico86;Coup_d'État_du_18_fructidor_an_V;12/11/2006 09:48;4
Papier K;Coup_d'État_du_18_fructidor_an_V;14/11/2006 09:09;82
Alexandrin;Affaire_Réveillon;15/11/2006 02:41;32
Raoul75;Auguste_Marie_Raymond_d'Arenberg;15/11/2006 04:04;59
Ollamh;André_Joseph_Abrial;21/11/2006 11:12;30
Sand;Bonnet_phrygien;22/11/2006 12:08;56
Sand;Bonnet_phrygien;23/11/2006 09:45;17
Sand;Bonnet_phrygien;25/11/2006 02:39;16
86.195.200.175;Caroline_chérie_(1951);29/11/2006 04:33;1311
Sbi;Comité_d'instruction_publique;04/12/2006 05:13;2
GillesC;Adoption_par_Louis_XVI_de_la_cocarde_tricolore;04/12/2006 09:33;29
Escarbot;Bonnet_phrygien;10/12/2006 07:10;23
Escarbot;Affaire_Réveillon;10/12/2006 07:14;6
